36	897	36	897	2213
36	897	36	897	2245
36	897	36	897	2279
36	897	37	886	2312
37	886	40	841	2345
40	841	49	772	2378
49	772	55	690	2412
55	690	53	606	2446
53	606	45	545	2478
45	545	45	487	2512
45	487	45	430	2546
45	430	51	390	2579
51	390	53	363	2612
53	363	53	363	2645
53	363	53	365	2679
53	365	56	382	2712
56	382	79	447	2745
79	447	99	494	2778
99	494	110	521	2813
110	521	122	548	2846
122	548	139	570	2878
139	570	140	572	2912
140	572	146	567	2946
146	567	157	544	2979
157	544	185	498	3012
185	498	211	452	3045
211	452	223	424	3078
223	424	230	401	3112
230	401	230	399	3145
230	399	230	401	3178
230	401	227	420	3212
227	420	225	473	3245
225	473	225	532	3279
225	532	233	600	3312
233	600	229	658	3345
229	658	225	710	3379
225	710	227	766	3412
227	766	227	797	3445
227	797	228	808	3478
228	808	229	808	3512
229	808	228	813	3545
228	813	227	823	3579
227	823	227	824	3612
227	824	227	824	3645
227	824	229	823	3679
327	768	308	754	4212
308	754	290	746	4246
290	746	274	749	4279
274	749	254	765	4312
254	765	236	806	4346
236	806	234	843	4379
234	843	237	875	4412
237	875	246	894	4445
246	894	260	903	4479
260	903	279	906	4512
279	906	299	900	4546
299	900	316	881	4579
316	881	319	836	4612
319	836	309	787	4646
309	787	303	760	4679
303	760	303	754	4712
303	754	303	755	4745
303	755	302	766	4779
302	766	308	795	4812
308	795	324	838	4845
324	838	333	885	4879
333	885	345	922	4912
345	922	349	931	4945
349	931	350	931	4979
350	931	353	924	5012
429	534	423	543	5645
423	543	419	557	5678
419	557	413	596	5713
413	596	404	677	5745
404	677	399	756	5779
399	756	399	828	5812
399	828	402	884	5845
402	884	400	918	5879
400	918	400	931	5912
400	931	400	931	5946
372	721	372	721	6279
372	721	380	722	6312
380	722	396	724	6346
396	724	427	728	6378
427	728	442	728	6412
442	728	446	727	6445
446	727	448	725	6479
464	812	464	812	7212
464	812	470	819	7246
470	819	475	821	7279
475	821	487	824	7313
487	824	507	823	7345
507	823	524	818	7379
524	818	531	810	7412
531	810	532	797	7446
532	797	527	784	7479
527	784	518	772	7512
518	772	501	761	7546
501	761	488	758	7578
488	758	473	761	7612
473	761	461	764	7645
461	764	451	772	7679
451	772	443	795	7712
443	795	439	812	7746
439	812	436	844	7779
436	844	442	874	7813
442	874	448	896	7846
448	896	459	919	7879
459	919	479	930	7912
479	930	493	930	7945
493	930	510	928	7978
510	928	527	921	8012
527	921	547	905	8045
547	905	547	897	8078
559	765	558	781	8579
558	781	562	814	8612
562	814	565	848	8646
565	848	565	882	8679
565	882	566	912	8712
566	912	568	930	8746
568	930	568	931	8779
568	931	569	929	8816
569	929	576	903	8846
576	903	577	868	8879
577	868	573	815	8912
573	815	578	764	8946
578	764	595	737	8979
595	737	606	730	9012
606	730	616	728	9046
616	728	621	729	9079
621	729	632	760	9113
632	760	640	825	9146
640	825	649	870	9178
649	870	653	898	9212
653	898	653	904	9245
653	904	653	904	9279
653	904	651	899	9312
651	899	651	868	9346
651	868	649	831	9379
649	831	658	802	9412
658	802	674	786	9446
674	786	685	779	9479
685	779	692	776	9512
692	776	699	779	9546
699	779	710	795	9579
710	795	736	833	9612
736	833	768	891	9646
768	891	780	938	9679
780	938	780	965	9712
780	965	780	967	9745
780	967	779	967	9779
849	799	838	800	10679
838	800	823	804	10712
823	804	811	811	10746
811	811	799	825	10779
799	825	796	846	10813
796	846	799	873	10846
799	873	817	895	10879
817	895	842	909	10912
842	909	875	906	10946
875	906	910	894	10979
910	894	938	871	11012
938	871	943	832	11045
943	832	929	790	11078
929	790	920	769	11112
920	769	919	767	11145
919	767	919	767	11179
919	767	919	767	11212
919	767	919	772	11246
919	772	920	787	11279
920	787	923	805	11312
923	805	931	840	11345
931	840	937	874	11379
937	874	943	897	11412
943	897	946	904	11446
946	904	947	906	11479
947	906	948	912	11512
948	912	948	922	11546
948	922	948	927	11579
948	927	948	927	11612
1054	546	1054	585	12112
1054	585	1051	640	12145
1051	640	1045	710	12179
1045	710	1036	777	12212
1036	777	1029	837	12245
1029	837	1023	876	12278
1023	876	1023	892	12312
1023	892	1023	893	12345
1023	893	1023	894	12379
1023	894	1023	894	12412
980	707	990	709	12779
990	709	1005	711	12813
1005	711	1029	713	12846
1029	713	1053	713	12879
1053	713	1087	713	12912
1087	713	1102	713	12945
1102	713	1103	713	12978
1103	713	1103	713	13012
1103	713	1104	713	13045
1104	713	1107	716	13079
1107	716	1110	717	13112
1110	717	1114	717	13146
1114	717	1121	717	13179
1121	717	1123	718	13213
1123	718	1123	718	13246
1110	767	1112	778	13645
1112	778	1113	796	13679
1113	796	1113	839	13713
1113	839	1113	872	13745
1113	872	1121	897	13779
1121	897	1124	905	13812
1124	905	1124	905	13846
1124	905	1124	900	13878
1117	732	1117	732	14312
1117	732	1117	732	14346
1117	732	1111	734	14379
1111	734	1111	740	14412
1111	740	1113	747	14446
1113	747	1118	750	14479
1118	750	1124	745	14513
1124	745	1127	735	14545
1127	735	1125	725	14578
1125	725	1124	724	14612
1124	724	1123	724	14646
1225	558	1224	565	17013
1224	565	1221	579	17045
1221	579	1214	612	17079
1214	612	1196	688	17113
1196	688	1189	774	17145
1189	774	1189	841	17179
1189	841	1195	891	17212
1195	891	1202	921	17245
1202	921	1204	940	17279
1204	940	1204	950	17312
1204	950	1204	952	17345
1204	952	1205	951	17379
1292	782	1279	786	17812
1279	786	1259	792	17846
1259	792	1216	805	17878
1216	805	1182	823	17912
1182	823	1170	835	17946
1170	835	1170	836	17979
1170	836	1173	837	18012
1173	837	1176	838	18045
1176	838	1184	841	18079
1184	841	1216	853	18112
1216	853	1231	865	18146
1231	865	1258	887	18179
1258	887	1285	906	18212
1285	906	1301	913	18245
1301	913	1308	917	18279
1308	917	1311	918	18312
1311	918	1313	920	18345
1313	920	1316	922	18379
1316	922	1320	926	18412
1320	926	1325	929	18446
1325	929	1326	930	18479
1326	930	1325	930	18513
1453	802	1437	793	20112
1437	793	1420	791	20145
1420	791	1391	791	20179
1391	791	1364	800	20212
1364	800	1356	811	20246
1356	811	1353	829	20279
1353	829	1358	861	20313
1358	861	1366	887	20346
1366	887	1384	915	20379
1384	915	1408	926	20413
1408	926	1427	929	20446
1427	929	1418	912	20479
1418	912	1447	874	20512
1447	874	1449	838	20545
1449	838	1440	812	20579
1440	812	1438	806	20612
1438	806	1438	804	20646
1438	804	1438	804	20679
1438	804	1438	804	20712
1438	804	1438	804	20746
1438	804	1438	803	20779
1438	803	1439	800	20813
1439	800	1440	795	20846
1440	795	1442	788	20879
1442	788	1444	784	20912
1444	784	1444	783	20946
1444	783	1444	783	20978
1444	783	1444	783	21012
1444	783	1445	791	21046
1445	791	1445	808	21079
1445	808	1448	855	21113
1448	855	1452	893	21145
1452	893	1467	923	21179
1467	923	1476	945	21212
1476	945	1478	952	21246
1478	952	1479	954	21278
1479	954	1480	955	21312
1480	955	1482	956	21345
1482	956	1482	956	21379
1482	956	1482	956	21413
1482	956	1484	954	21446
