257	432	257	432	3974
257	432	257	432	4007
257	432	257	437	4040
257	437	261	447	4074
261	447	263	449	4107
263	449	264	449	4140
264	449	265	449	4173
265	449	270	443	4207
270	443	271	432	4240
271	432	272	419	4273
272	419	272	410	4307
272	410	274	402	4340
274	402	275	392	4373
275	392	276	382	4407
276	382	277	371	4440
277	371	279	360	4473
279	360	280	353	4507
280	353	280	350	4540
280	350	280	347	4573
280	347	280	347	4607
280	347	280	347	4640
280	347	280	347	4673
280	347	280	347	4707
280	347	280	347	4740
280	347	280	347	4774
280	347	281	353	4806
281	353	282	364	4840
282	364	285	378	4874
285	378	286	387	4906
286	387	287	398	4940
287	398	290	407	4973
290	407	291	416	5007
291	416	294	423	5040
294	423	295	428	5073
295	428	295	432	5107
295	432	296	437	5140
296	437	297	442	5173
297	442	299	446	5207
299	446	300	448	5241
300	448	300	448	5273
300	448	301	452	5307
301	452	302	453	5340
302	453	302	453	5373
302	453	302	453	5407
302	453	302	451	5440
302	451	306	436	5474
306	436	309	426	5506
309	426	311	414	5540
311	414	315	401	5573
315	401	316	391	5607
316	391	317	382	5641
317	382	320	373	5673
320	373	322	367	5707
322	367	322	363	5740
322	363	324	358	5774
324	358	324	356	5807
324	356	324	355	5840
324	355	324	355	5873
324	355	324	355	5907
324	355	324	355	5940
324	355	324	355	5973
324	355	322	366	6007
322	366	319	381	6040
319	381	319	393	6073
319	393	319	401	6107
319	401	319	404	6140
319	404	319	409	6174
319	409	319	416	6207
319	416	322	421	6240
322	421	325	427	6273
325	427	327	431	6307
327	431	330	435	6340
330	435	331	437	6374
331	437	333	439	6407
333	439	335	442	6440
335	442	337	444	6474
337	444	338	444	6507
338	444	341	445	6540
341	445	345	445	6573
345	445	345	445	6607
345	445	345	445	6640
368	420	362	417	6973
362	417	358	416	7007
358	416	355	416	7040
355	416	352	416	7074
352	416	348	418	7107
348	418	348	422	7140
348	422	348	428	7173
348	428	348	434	7207
348	434	348	438	7240
348	438	350	443	7273
350	443	353	445	7307
353	445	358	445	7340
358	445	361	445	7374
361	445	365	445	7407
365	445	370	440	7440
370	440	371	428	7474
371	428	371	425	7507
371	425	371	423	7541
371	423	371	423	7573
371	423	371	423	7607
371	423	371	423	7640
371	423	371	423	7673
371	423	371	429	7706
371	429	374	441	7740
374	441	377	448	7773
377	448	378	450	7807
378	450	383	450	7840
383	450	388	452	7873
388	452	389	452	7907
389	452	389	452	7940
397	355	397	355	8606
397	355	396	365	8640
396	365	393	381	8674
393	381	393	393	8707
393	393	393	401	8740
393	401	393	409	8774
393	409	393	416	8807
393	416	393	420	8840
393	420	396	427	8874
396	427	397	431	8907
397	431	399	436	8940
399	436	401	441	8973
401	441	402	443	9007
402	443	404	447	9040
404	447	406	451	9073
406	451	408	452	9107
408	452	411	452	9140
411	452	415	452	9174
415	452	421	452	9206
421	452	425	451	9240
425	451	427	449	9273
387	405	394	405	9674
394	405	405	402	9707
405	402	408	402	9740
432	422	436	426	10107
436	426	440	426	10140
440	426	445	428	10174
445	428	451	428	10207
451	428	455	427	10240
455	427	456	426	10274
456	426	456	423	10307
456	423	448	420	10340
448	420	438	420	10373
438	420	432	420	10407
432	420	428	422	10440
428	422	427	428	10474
427	428	427	435	10506
427	435	427	443	10540
427	443	431	449	10573
431	449	434	451	10607
434	451	438	453	10640
438	453	445	455	10674
445	455	446	455	10707
446	455	452	448	10740
452	448	457	437	10774
457	437	460	427	10807
460	427	462	419	10840
462	419	466	413	10874
466	413	467	412	10907
467	412	468	411	10940
468	411	473	411	10973
473	411	476	415	11007
476	415	477	429	11040
477	429	477	445	11074
477	445	477	450	11107
477	450	477	452	11141
477	452	477	452	11173
477	452	477	452	11207
477	452	479	444	11240
479	444	485	429	11274
485	429	489	422	11307
489	422	491	421	11340
491	421	495	421	11374
495	421	498	421	11407
498	421	501	427	11440
501	427	502	443	11474
502	443	502	450	11507
502	450	502	450	11540
502	450	502	450	11573
502	450	502	450	11607
502	450	504	443	11640
504	443	507	429	11673
507	429	511	423	11707
511	423	514	421	11740
514	421	518	421	11774
518	421	521	421	11807
521	421	523	421	11840
523	421	525	432	11874
525	432	525	443	11906
525	443	526	447	11940
526	447	526	447	11974
526	447	527	448	12006
565	421	559	420	12373
559	420	554	418	12406
554	418	550	418	12440
550	418	544	421	12473
544	421	542	427	12507
542	427	541	433	12540
541	433	541	439	12574
541	439	541	445	12607
541	445	543	450	12640
543	450	546	451	12673
546	451	553	451	12707
553	451	558	451	12740
558	451	564	448	12773
564	448	566	439	12807
566	439	568	430	12840
568	430	569	427	12874
569	427	568	425	12907
568	425	568	425	12940
568	425	568	425	12974
568	425	568	425	13007
568	425	567	430	13040
567	430	569	446	13074
569	446	573	450	13107
573	450	576	451	13145
576	451	579	451	13174
579	451	579	451	13207
587	341	587	348	13673
587	348	586	369	13707
586	369	584	394	13740
584	394	584	418	13773
584	418	584	429	13807
584	429	584	437	13840
584	437	584	444	13874
584	444	584	447	13907
584	447	584	447	13940
584	447	586	449	13973
586	449	593	450	14007
593	450	599	451	14040
599	451	601	453	14074
601	453	601	453	14107
601	453	604	452	14141
571	396	571	396	14540
571	396	578	395	14574
578	395	585	394	14607
585	394	591	392	14641
591	392	593	392	14673
593	392	593	392	14706
593	392	593	392	14740
607	405	607	412	15107
607	412	607	418	15140
607	418	607	427	15174
607	427	607	435	15207
607	435	607	443	15240
607	443	607	449	15274
607	449	607	449	15307
607	449	608	450	15341
608	450	610	451	15373
610	451	614	451	15407
614	451	619	450	15440
619	450	619	450	15473
619	450	620	449	15507
609	382	609	382	15873
609	382	609	382	15907
640	351	640	351	16374
640	351	636	349	16407
636	349	635	348	16440
635	348	631	353	16473
