261	374	260	379	1428
260	379	260	386	1462
260	386	264	398	1494
264	398	268	403	1528
268	403	269	404	1562
269	404	275	392	1595
275	392	282	359	1628
282	359	290	329	1662
290	329	294	302	1695
294	302	299	279	1728
299	279	302	271	1762
302	271	302	261	1795
302	261	302	255	1828
302	255	301	253	1862
301	253	301	253	1895
301	253	301	253	1928
301	253	301	263	1962
301	263	301	310	1995
301	310	301	340	2028
301	340	304	361	2061
304	361	305	378	2095
305	378	308	389	2129
308	389	309	399	2161
309	399	312	405	2195
312	405	312	404	2228
312	404	319	381	2262
319	381	335	342	2295
335	342	351	299	2328
351	299	359	271	2362
359	271	364	253	2395
364	253	364	252	2428
364	252	364	251	2462
364	251	364	251	2495
364	251	363	254	2528
363	254	359	269	2561
359	269	355	303	2595
355	303	352	324	2629
352	324	352	334	2661
352	334	352	342	2695
352	342	352	352	2728
352	352	352	362	2762
352	362	352	368	2795
352	368	353	372	2828
353	372	355	377	2862
355	377	357	380	2895
357	380	358	385	2928
358	385	358	387	2962
358	387	358	387	2995
358	387	359	388	3028
386	357	386	357	3428
386	357	378	357	3462
378	357	375	357	3495
375	357	370	363	3528
370	363	367	370	3562
367	370	366	379	3595
366	379	366	387	3628
366	387	366	392	3662
366	392	366	394	3695
366	394	369	397	3728
369	397	371	395	3762
371	395	376	387	3795
376	387	379	380	3828
379	380	383	371	3861
383	371	384	365	3895
384	365	384	361	3929
384	361	384	360	3961
384	360	384	360	3995
384	360	384	360	4028
384	360	385	369	4062
385	369	389	382	4095
389	382	392	389	4129
392	389	393	392	4162
393	392	396	394	4196
396	394	397	394	4228
397	394	398	394	4262
412	252	412	258	4695
412	258	412	273	4729
412	273	412	291	4761
412	291	411	311	4795
411	311	409	323	4828
409	323	409	335	4862
409	335	408	345	4895
408	345	408	353	4929
408	353	408	359	4962
408	359	409	364	4995
409	364	410	370	5029
410	370	412	375	5062
412	375	414	381	5095
414	381	414	384	5128
414	384	415	386	5161
415	386	417	390	5195
417	390	423	394	5228
423	394	425	394	5261
425	394	430	394	5295
430	394	435	392	5329
405	327	405	327	5695
405	327	405	327	5729
405	327	417	326	5762
425	367	425	367	6128
425	367	433	368	6162
433	368	446	368	6195
446	368	452	367	6228
452	367	455	362	6262
455	362	455	357	6295
455	357	453	354	6328
453	354	448	352	6361
448	352	441	354	6395
441	354	440	364	6428
440	364	439	374	6462
439	374	439	382	6495
439	382	440	387	6528
440	387	444	388	6562
444	388	446	389	6594
446	389	450	389	6628
450	389	455	386	6662
455	386	460	380	6695
460	380	467	369	6729
467	369	470	357	6761
470	357	473	350	6795
473	350	474	349	6828
474	349	474	349	6862
474	349	477	353	6896
477	353	479	371	6928
479	371	479	386	6962
479	386	479	396	6995
479	396	479	399	7029
479	399	479	399	7062
479	399	479	399	7095
479	399	480	386	7128
480	386	485	373	7162
485	373	490	361	7195
490	361	491	359	7228
491	359	492	358	7262
492	358	494	358	7295
494	358	499	372	7329
499	372	500	390	7361
500	390	500	397	7395
500	397	500	397	7428
500	397	500	397	7462
500	397	501	394	7495
501	394	505	380	7528
505	380	509	369	7562
509	369	512	361	7595
